OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,TYPE,CALC_LENGT,DIAMETER,DRAINAGE_A,LENGTH,WIDTH,HEIGHT,SLOPE,ROUGHNESS,FILENUM,INSTALL_DA,LIFE_CYCLE,OWNER,DATA_SOURC,CREATED_BY,LAST_EDITE,LAST_EDI_1,TYPE_USE,ORIG_FID,POINT_X,POINT_Y,ELEVATION,SUBCATCHMENT,OBJECTID_12,NODE_ID,TYPE_1,DRAINAGE_A_1,FLOW_RATE_1,POINT_X_1,POINT_Y_1,CATCHMENT_,HIST_STRU_,FILENUM_1,INSTALL_DA_1,LIFE_CYCLE_1,OWNER_1,DATA_SOURC_1,CREATED_BY_1,LAST_EDITE_1,LAST_EDI_12,DA_SRC_STR,ANCILLARYR,OUTFALL,SWID,TYPE_USE_1
532,0,532,22224,Reinforced Concrete Pipe,147.281907670000010,18, ,147.283, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,340,-157.757409993076692,21.282822143826934,117.1788483,66,,,,, ,,,,,,,,,,,,,,,,,
533,0,533,22224,Reinforced Concrete Pipe,147.281907670000010,18, ,147.283, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,340,-157.757175277217243,21.282888667577993,103.5087509,66,,,,, ,,,,,,,,,,,,,,,,,
534,1,534,22224,Reinforced Concrete Pipe,147.281907670000010,18, ,147.283, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,340,-157.757043415920890,21.282921531503519,95.7037659,66,26301,22257,Man Hole, , ,-157.757057822160732,21.282924955222541,4.6, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 39,HWES 39-22257, 
535,1,535,22240,Reinforced Concrete Pipe,34.763882789999997,18, ,34.764, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,341,-157.754460037800470,21.284549200984884,25.8234005,32,40145,20713,Man Hole, , ,-157.754474444040341,21.284552624703906,4.100000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 34,HWES 34-20713, 
536,1,536,22240,Reinforced Concrete Pipe,34.763882789999997,18, ,34.764, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,341,-157.754522213329466,21.284473287412311,25.7163830,32,2641,20714,Catch Basin, , ,-157.754536619569308,21.284476711131390,3.900000,HWES 34-2-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 34,HWES 34-20714, 
537,0,537,22243,Reinforced Concrete Pipe,330.511939050000024,18, ,298.244, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by State DOT, ,343,-157.755143338194472,21.277657252780045,9.1922026,79,,,,, ,,,,,,,,,,,,,,,,,
538,1,538,22243,Reinforced Concrete Pipe,330.511939050000024,18, ,298.244, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by State DOT, ,343,-157.755407697507195,21.278532725704792,16.0687618,79,48348,22383,Man Hole, , ,-157.755422103747065,21.278536150323134, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 30,HMB 30-22383, 
539,1,539,22262,Reinforced Concrete Pipe,42.730602630000000,30, ,30, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,344,-157.746748183082161,21.283996158396064,295.9533386,63,19012,25586,Catch Basin, , ,-157.746762590221323,21.283999582115086,7.300000, ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 56,HMB 56-25586, 
540,1,540,22262,Reinforced Concrete Pipe,42.730602630000000,30, ,30, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,344,-157.746765339448814,21.283879630540582,286.8981018,63,47528,25555,Man Hole, , ,-157.746779746588004,21.283883054259604,10.900000, ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 56,HMB 56-25555, 
541,1,541,22266,Reinforced Concrete Pipe,147.648506190000006,18, ,110, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,345,-157.747394479971234,21.288139565288759,592.0077515,57,13349,25596,Catch Basin, , ,-157.747408886211105,21.288142989007781,4.500000, ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 56,HMB 56-25596, 
542,1,542,22266,Reinforced Concrete Pipe,147.648506190000006,18, ,110, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,345,-157.747340146530519,21.287736309283275,565.4334106,57,11564,25597,Catch Basin, , ,-157.747354553669680,21.287739733002354,4.400000, ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 56,HMB 56-25597, 
543,1,543,22292,Reinforced Concrete Pipe,85.466701610000001,24, ,90, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,346,-157.756176608863370,21.274450354000692,0.1549505,74,2292,22417,Man Hole, , ,-157.756191015103241,21.274453778619034, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 32,HMB 32-22417, 
544,1,544,22292,Reinforced Concrete Pipe,85.466701610000001,24, ,90, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,346,-157.756136115988937,21.274218155343647,-0.4401370,74,24540,25690,Man Hole, , ,-157.756150522228779,21.274221579961988, ,HMB 32-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 32,HMB 32-25690, 
545,1,545,22293,Reinforced Concrete Pipe,19.941323050000001,18, ,19.941, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,347,-157.757211877825881,21.274244878698255,0.1630251,74,2293,22420,Man Hole, , ,-157.757226284065723,21.274248303316597, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 32,HMB 32-22420, 
546,1,546,22293,Reinforced Concrete Pipe,19.941323050000001,18, ,19.941, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,347,-157.757156047013922,21.274261465794041,0.1949279,74,20764,22419,Catch Basin, , ,-157.757170454153112,21.274264889513063, ,HMB 32-1-11,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 32,HMB 32-22419, 
547,1,547,22510,Reinforced Concrete Pipe,7.536644120000000,18, ,17.727, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,351,-157.754817227832774,21.281904134768070,19.7486534,23,25354,22291,Man Hole, , ,-157.754831634072616,21.281907558487092,4, ,WR22875, ,"Constructed, existing ROW",City and County of Honolulu,Other,Pre-SWQDC,jnolan,Edited by DFM Roads Engineers Report, ,None,HWES 39,HWES 39-22291, 
548,1,548,22510,Reinforced Concrete Pipe,7.536644120000000,18, ,17.727, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,351,-157.754837098353391,21.281894991360787,20.0984783,23,30881,22295,Catch Basin, , ,-157.754851504593233,21.281898415079866,4.1,HWES 39-9-2,WR22875, ,"Constructed, existing ROW",City and County of Honolulu,Other,Pre-SWQDC,jnolan,Edited by DFM Roads Engineers Report, ,None,HWES 39,HWES 39-22295, 
549,1,549,22511,Reinforced Concrete Pipe,36.960404850000003,18, ,36.961, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,352,-157.748459118093791,21.281454865849412,65.5449295,11,56574,22306,Man Hole, , ,-157.748473525232981,21.281458289568434,3.600000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 43,HWES 43-22306, 
550,0,550,22511,Reinforced Concrete Pipe,36.960404850000003,18, ,36.961, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,352,-157.748493600799009,21.281471026666622,65.3079376,11,,,,, ,,,,,,,,,,,,,,,,,
551,1,551,22511,Reinforced Concrete Pipe,36.960404850000003,18, ,36.961, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,352,-157.748554491196785,21.281503400461588,65.0773544,11,55706,22305,Man Hole, , ,-157.748568898335947,21.281506824180667, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 43,HWES 43-22305, 
552,1,552,22512,Reinforced Concrete Pipe,24.167975790000000,18, ,24.168, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,353,-157.756595138055161,21.281357069073522,62.4546356,70,43756,22308,Man Hole, , ,-157.756609544295003,21.281360492792544, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 39,HWES 39-22308, 
553,1,553,22512,Reinforced Concrete Pipe,24.167975790000000,18, ,24.168, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,353,-157.756624975761980,21.281296700282553,63.5036163,70,15135,22311,Catch Basin, , ,-157.756639382901170,21.281300124001575, ,HWES 39-14-4,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 39,HWES 39-22311, 
554,1,554,22972,Reinforced Concrete Pipe,74.240753530000006,18, ,74.242, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,354,-157.755365280083566,21.287744604629836,75.5082092,37,29081,20638,Catch Basin, , ,-157.755379686323437,21.287748028348858, ,HWES 28-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 28,HWES 28-20638, 
555,1,555,22972,Reinforced Concrete Pipe,74.240753530000006,18, ,74.242, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,354,-157.755189944660202,21.287866119226067,74.9119339,37,14258,20635,Man Hole, , ,-157.755204350900044,21.287869542945089, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 28,HWES 28-20635, 
556,1,556,23383,Reinforced Concrete Pipe,129.935182239999989,48, ,186.189, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154, ,355,-157.752511239302237,21.283018544070615,19.8823566,26,55386,63858,Catch Basin, , ,-157.752525645542079,21.283021967789637, ,HWES 38-1,18154, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan, , ,None,HWES 38,HWES 38-63858, 
557,1,557,23383,Reinforced Concrete Pipe,129.935182239999989,48, ,186.189, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154, ,355,-157.752853910679391,21.282861074578989,16.9516277,26,31847,22259,Inlet/Outlet, , ,-157.752868316919262,21.282864498298011, ,HWES 38,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,End of RCP; edited by FILENUM 18154, ,None,HWES 38,HWES 38-22259, 
558,0,558,23384,Channel,145.662954219999989, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels, ,356,-157.756036338905886,21.288011962282269,90.3660202,8,,,,, ,,,,,,,,,,,,,,,,,
559,0,559,23384,Channel,145.662954219999989, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels, ,356,-157.756034297444842,21.288000313363796,90.1383591,8,,,,, ,,,,,,,,,,,,,,,,,
560,0,560,23384,Channel,145.662954219999989, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels, ,356,-157.756015369413745,21.287881997656143,87.8521957,8,,,,, ,,,,,,,,,,,,,,,,,
561,0,561,23384,Channel,145.662954219999989, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels, ,356,-157.755992576096475,21.287788768536871,85.9276962,8,,,,, ,,,,,,,,,,,,,,,,,
562,0,562,23384,Channel,145.662954219999989, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels, ,356,-157.755950647004738,21.287702680034727,83.8259659,8,,,,, ,,,,,,,,,,,,,,,,,
563,0,563,23384,Channel,145.662954219999989, , , , , , , ,18149, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,TYPE=Drainage Canal; edited by Parcels, ,356,-157.755906238482083,21.287635213794147,81.9972076,8,,,,, ,,,,,,,,,,,,,,,,,
564,1,564,23702,Reinforced Concrete Pipe,43.673975960000000,18, ,43.674, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,357,-157.755404847555639,21.275595975174156,0.8581508,80,9573,22406,Catch Basin, , ,-157.755419253795509,21.275599398893178, ,HMB 31-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 31,HMB 31-22406, 
565,1,565,23702,Reinforced Concrete Pipe,43.673975960000000,18, ,43.674, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,357,-157.755281438087877,21.275628764455973,0.7173496,80,50187,22405,Catch Basin, , ,-157.755295844327719,21.275632188174995, ,HMB 31-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 31,HMB 31-22405, 
566,1,566,23758,Reinforced Concrete Pipe,165.613413970000011,18, ,165.613, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,360,-157.752923594648138,21.291310052317101,230.3547974,89,9612,20515,Man Hole, , ,-157.752938000888008,21.291313476036123,4.300000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20515, 
567,1,567,23758,Reinforced Concrete Pipe,165.613413970000011,18, ,165.613, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,360,-157.752883599098794,21.290855682443862,222.7656860,89,2567,20525,Man Hole, , ,-157.752898005338636,21.290859105263564,4.200000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20525, 
568,1,568,23848,Reinforced Concrete Pipe,147.471064030000008,24, ,147.471, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,362,-157.752471375953206,21.288820349379648,192.8967285,89,22611,20605,Man Hole, , ,-157.752485782193077,21.288823773098727,4.7, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20605, 
569,1,569,23848,Reinforced Concrete Pipe,147.471064030000008,24, ,147.471, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,362,-157.752180722262494,21.288519338196977,211.4156494,89,2577,20614,Man Hole, , ,-157.752195128502336,21.288522761915999,4.800000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20614, 
570,1,570,24012,Reinforced Concrete Pipe,32.887700930000001,24, ,32.888, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,364,-157.754335085995393,21.291027405290549,138.3311920,48,2566,20520,Man Hole, , ,-157.754349492235264,21.291030829009628, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 22,HWES 22-20520, 
571,1,571,24012,Reinforced Concrete Pipe,32.887700930000001,24, ,32.888, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,364,-157.754421301301988,21.291068245303336,133.7430725,48,40132,20519,Man Hole, , ,-157.754435708441150,21.291071669022358,4, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 22,HWES 22-20519, 
572,1,572,24068,Reinforced Concrete Pipe,17.665645000000001,18, ,10, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,366,-157.756629455285093,21.276348053919605,5.6096578,74,58434,22400,Man Hole, , ,-157.756643861524964,21.276351477638627, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 32,HMB 32-22400, 
573,1,573,24068,Reinforced Concrete Pipe,17.665645000000001,18, ,10, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,366,-157.756579868466133,21.276362368428636,5.7078562,74,2288,22399,Catch Basin, , ,-157.756594275605295,21.276365793046978, ,HMB 32-5-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 32,HMB 32-22399, 
574,1,574,24071,Reinforced Concrete Pipe,41.942541540000001,36, ,30, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18157, ,367,-157.745875697705259,21.283515371836984,273.5997009,67,42043,25552,Catch Basin, , ,-157.745890104844420,21.283518795556006,9.500000, ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 56,HMB 56-25552, 
575,1,575,24071,Reinforced Concrete Pipe,41.942541540000001,36, ,30, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18157, ,367,-157.745974575466249,21.283446499956085,266.9904480,67,24527,25551,Man Hole, , ,-157.745988982605439,21.283449923675107,8.800000000000001, ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18157, ,None,HMB 56,HMB 56-25551, 
576,1,576,24074,Reinforced Concrete Pipe,101.178007820000005,18, ,90, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,368,-157.745995810258421,21.282401952688019,191.8412781,68,18099,25736,Catch Basin, , ,-157.746010217397583,21.282405376407041,4.700000, ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 56,HMB 56-25736, 
577,1,577,24074,Reinforced Concrete Pipe,101.178007820000005,18, ,90, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,368,-157.746279813462593,21.282319942611309,181.5933380,68,16194,25735,Man Hole, , ,-157.746294220601783,21.282323366330331,7.200000, ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 56,HMB 56-25735, 
578,1,578,24131,Reinforced Concrete Pipe,119.756531620000004,24, ,130, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,369,-157.746384014310792,21.288126877653326,604.8120728,63,41136,25506,Man Hole, , ,-157.746398421449953,21.288130301372348,11.500000, ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 56,HMB 56-25506, 
579,1,579,24131,Reinforced Concrete Pipe,119.756531620000004,24, ,130, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,369,-157.746611281985054,21.287875248244177,586.1618652,63,55819,25507,Catch Basin, , ,-157.746625688224896,21.287878671963199,8.500000, ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 56,HMB 56-25507, 
580,1,580,24151,Reinforced Concrete Pipe,196.508534859999997,24, ,200, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,370,-157.756702881332870,21.274118344086332,0.0682859,74,55719,22422,Man Hole, , ,-157.756717287572741,21.274121768704731, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 32,HMB 32-22422, 
581,0,581,24151,Reinforced Concrete Pipe,196.508534859999997,24, ,200, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,370,-157.756623204097565,21.274124744561391,0.0881141,74,,,,, ,,,,,,,,,,,,,,,,,
582,1,582,24151,Reinforced Concrete Pipe,196.508534859999997,24, ,200, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,370,-157.756136115988937,21.274218155343647,-0.4401370,74,24540,25690,Man Hole, , ,-157.756150522228779,21.274221579961988, ,HMB 32-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 32,HMB 32-25690, 
583,1,583,24232,Reinforced Concrete Pipe,85.009881179999994,Other, ,85.01000000000001, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,SWQDC data source states DIAMETER as 27 inch; edited by FILENUM 18153, ,372,-157.754046002520965,21.280510716196659,9.0609407,75,37398,22337,Man Hole, , ,-157.754060409660156,21.280514140815001, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 41,HWES 41-22337, 
584,0,584,24232,Reinforced Concrete Pipe,85.009881179999994,Other, ,85.01000000000001, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,SWQDC data source states DIAMETER as 27 inch; edited by FILENUM 18153, ,372,-157.753992726682952,21.280535543780388,8.9954424,75,,,,, ,,,,,,,,,,,,,,,,,
585,0,585,24232,Reinforced Concrete Pipe,85.009881179999994,Other, ,85.01000000000001, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,SWQDC data source states DIAMETER as 27 inch; edited by FILENUM 18153, ,372,-157.753893535957900,21.280572474440191,8.8783302,75,,,,, ,,,,,,,,,,,,,,,,,
586,1,586,24232,Reinforced Concrete Pipe,85.009881179999994,Other, ,85.01000000000001, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,SWQDC data source states DIAMETER as 27 inch; edited by FILENUM 18153, ,372,-157.753820412082320,21.280610176718312,8.8151979,75,31856,22333,Man Hole, , ,-157.753834818322190,21.280613600437334, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 41,HWES 41-22333, 
